cod_mpio,municipio,enfermedad,casos_predichos,indice_vulnerabilidad,vulnerabilidad,nivel_alerta,explicacion
17380,LA DORADA,Dengue,1.5652470202506152,4.26,Bajo,BAJO,Municipio en BAJO: se prevén 1.57 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
17442,MARMATO,Dengue,1.2579377317667122,4.16,Bajo,BAJO,Municipio en BAJO: se prevén 1.26 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
17495,NORCASIA,Dengue,1.663613583486177,6.69,Alto,MEDIO,Municipio en MEDIO: se prevén 1.66 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.7/10).
17524,PALESTINA,Dengue,1.2341850157338374,3.7,Bajo,BAJO,Municipio en BAJO: se prevén 1.23 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.7/10).
17614,RIOSUCIO,Dengue,1.608952072092253,4.27,Bajo,BAJO,Municipio en BAJO: se prevén 1.61 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
17614,RIOSUCIO,Malaria,4.611149372937218,4.27,Bajo,MEDIO,Municipio en MEDIO: se prevén 4.61 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad baja (4.3/10).
17653,SALAMINA,Dengue,1.214445921485177,3.64,Bajo,BAJO,Municipio en BAJO: se prevén 1.21 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.6/10).
17662,SAMANÁ,Dengue,1.4494822222853134,3.4,Bajo,BAJO,Municipio en BAJO: se prevén 1.45 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.4/10).
17777,SUPÍA,Dengue,1.1892004506057314,3.31,Bajo,BAJO,Municipio en BAJO: se prevén 1.19 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.3/10).
17867,VICTORIA,Dengue,1.4457166716385026,5.43,Medio,BAJO,Municipio en BAJO: se prevén 1.45 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.4/10).
17877,VITERBO,Dengue,1.428617353143002,6.33,Alto,MEDIO,Municipio en MEDIO: se prevén 1.43 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.3/10).
18001,FLORENCIA,Dengue,3.564322712382704,4.03,Bajo,ALTO,Municipio en ALTO: se prevén 3.56 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad baja (4.0/10).
18001,FLORENCIA,Malaria,1.3259510891505857,4.03,Bajo,BAJO,Municipio en BAJO: se prevén 1.33 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.0/10).
18029,ALBANIA,Dengue,1.668326898862178,7.11,Alto,MEDIO,Municipio en MEDIO: se prevén 1.67 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.1/10).
18094,BELÉN DE LOS ANDAQUÍES,Dengue,1.9498484061642047,5.78,Medio,ALTO,Municipio en ALTO: se prevén 1.95 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (5.8/10).
18150,CARTAGENA DEL CHAIRÁ,Dengue,1.658356257480727,4.17,Bajo,BAJO,Municipio en BAJO: se prevén 1.66 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
18150,CARTAGENA DEL CHAIRÁ,Malaria,2.053401024005749,4.17,Bajo,BAJO,Municipio en BAJO: se prevén 2.05 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
18205,CURILLO,Dengue,1.8301042320629368,5.93,Medio,BAJO,Municipio en BAJO: se prevén 1.83 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.9/10).
18247,EL DONCELLO,Dengue,1.371699847243152,4.34,Bajo,BAJO,Municipio en BAJO: se prevén 1.37 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
18256,EL PAUJÍL,Dengue,1.275730733590717,4.72,Medio,BAJO,Municipio en BAJO: se prevén 1.28 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (4.7/10).
18410,LA MONTAÑITA,Dengue,1.5767655351458116,4.42,Bajo,BAJO,Municipio en BAJO: se prevén 1.58 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.4/10).
18460,MILÁN,Dengue,1.3834554360632234,6.26,Medio,BAJO,Municipio en BAJO: se prevén 1.38 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.3/10).
18592,PUERTO RICO,Dengue,2.1780446389677195,6.17,Medio,ALTO,Municipio en ALTO: se prevén 2.18 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (6.2/10).
18592,PUERTO RICO,Malaria,1.4466404500447014,6.17,Medio,BAJO,Municipio en BAJO: se prevén 1.45 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (6.2/10).
18610,SAN JOSÉ DEL FRAGUA,Dengue,1.5480708760016395,5.32,Medio,BAJO,Municipio en BAJO: se prevén 1.55 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.3/10).
18753,SAN VICENTE DEL CAGUÁN,Dengue,1.666467417643719,5.42,Medio,BAJO,Municipio en BAJO: se prevén 1.67 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.4/10).
18756,SOLANO,Dengue,1.273404576472573,7.51,Alto,MEDIO,Municipio en MEDIO: se prevén 1.27 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.5/10).
18756,SOLANO,Malaria,5.05765520701899,7.51,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 5.06 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (7.5/10).
19001,POPAYÁN,Dengue,1.4143616876776557,2.42,Bajo,BAJO,Municipio en BAJO: se prevén 1.41 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (2.4/10).
19075,BALBOA,Dengue,1.4412872606964902,3.23,Bajo,BAJO,Municipio en BAJO: se prevén 1.44 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.2/10).
19100,BOLÍVAR,Dengue,2.057390912074772,3.29,Bajo,MEDIO,Municipio en MEDIO: se prevén 2.06 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad baja (3.3/10).
19100,BOLÍVAR,Malaria,1.4150206614740908,3.29,Bajo,BAJO,Municipio en BAJO: se prevén 1.42 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (3.3/10).
19110,BUENOS AIRES,Dengue,1.480042544175813,2.72,Bajo,BAJO,Municipio en BAJO: se prevén 1.48 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (2.7/10).
19130,CAJIBÍO,Dengue,1.2912780802412436,2.49,Bajo,BAJO,Municipio en BAJO: se prevén 1.29 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (2.5/10).
19137,CALDONO,Dengue,1.3192994643988047,2.54,Bajo,BAJO,Municipio en BAJO: se prevén 1.32 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (2.5/10).
19142,CALOTO,Dengue,1.26549583365987,3.01,Bajo,BAJO,Municipio en BAJO: se prevén 1.27 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.0/10).
19212,CORINTO,Dengue,1.484981050205077,4.55,Bajo,BAJO,Municipio en BAJO: se prevén 1.48 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.5/10).
19300,GUACHENÉ,Dengue,1.4301725059086432,3.49,Bajo,BAJO,Municipio en BAJO: se prevén 1.43 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.5/10).
19318,GUAPI,Dengue,2.085655963878738,7.54,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.09 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (7.5/10).
19318,GUAPI,Malaria,18.794029862299904,7.54,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 18.79 casos de Malaria (predicción Alta) y la zona tiene vulnerabilidad alta (7.5/10).
19397,LA VEGA,Dengue,1.3287006310560812,2.72,Bajo,BAJO,Municipio en BAJO: se prevén 1.33 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (2.7/10).
19418,LÓPEZ DE MICAY,Dengue,1.4594087674288492,5.65,Medio,BAJO,Municipio en BAJO: se prevén 1.46 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.7/10).
19418,LÓPEZ DE MICAY,Malaria,1.5181958475151398,5.65,Medio,BAJO,Municipio en BAJO: se prevén 1.52 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.7/10).
19450,MERCADERES,Dengue,1.756304704669848,4.07,Bajo,BAJO,Municipio en BAJO: se prevén 1.76 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.1/10).
19455,MIRANDA,Dengue,1.3884025489696734,2.72,Bajo,BAJO,Municipio en BAJO: se prevén 1.39 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (2.7/10).
19513,PADILLA,Dengue,1.934097344513285,4.53,Bajo,MEDIO,Municipio en MEDIO: se prevén 1.93 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad baja (4.5/10).
19532,PATÍA,Dengue,1.933323445539352,2.81,Bajo,MEDIO,Municipio en MEDIO: se prevén 1.93 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad baja (2.8/10).
19532,PATÍA,Malaria,1.2660514720920064,2.81,Bajo,BAJO,Municipio en BAJO: se prevén 1.27 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (2.8/10).
19533,PIAMONTE,Dengue,1.6462889810578414,6.15,Medio,BAJO,Municipio en BAJO: se prevén 1.65 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.2/10).
19573,PUERTO TEJADA,Dengue,1.4022499216898583,2.8,Bajo,BAJO,Municipio en BAJO: se prevén 1.40 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (2.8/10).
19573,PUERTO TEJADA,Malaria,1.2286151646359595,2.8,Bajo,BAJO,Municipio en BAJO: se prevén 1.23 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (2.8/10).
19698,SANTANDER DE QUILICHAO,Dengue,2.289784089826434,2.62,Bajo,MEDIO,Municipio en MEDIO: se prevén 2.29 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad baja (2.6/10).
19780,SUÁREZ,Dengue,1.5167842717993514,4.4,Bajo,BAJO,Municipio en BAJO: se prevén 1.52 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.4/10).
19785,SUCRE,Dengue,1.4294123209546383,5.12,Medio,BAJO,Municipio en BAJO: se prevén 1.43 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.1/10).
19785,SUCRE,Malaria,1.279973697270878,5.12,Medio,BAJO,Municipio en BAJO: se prevén 1.28 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.1/10).
19807,TIMBÍO,Dengue,1.3658448049070064,2.49,Bajo,BAJO,Municipio en BAJO: se prevén 1.37 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (2.5/10).
19809,TIMBIQUÍ,Dengue,1.2801639919051375,7.59,Alto,MEDIO,Municipio en MEDIO: se prevén 1.28 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (7.6/10).
19809,TIMBIQUÍ,Malaria,6.645390633849883,7.59,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 6.65 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad alta (7.6/10).
20001,VALLEDUPAR,Dengue,9.093124522920135,4.08,Bajo,ALTO,Municipio en ALTO: se prevén 9.09 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad baja (4.1/10).
20001,VALLEDUPAR,Malaria,1.1368927735982957,4.08,Bajo,BAJO,Municipio en BAJO: se prevén 1.14 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.1/10).
20011,AGUACHICA,Dengue,7.397707380098662,5.6,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 7.40 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (5.6/10).
20011,AGUACHICA,Malaria,1.1057959096202818,5.6,Medio,BAJO,Municipio en BAJO: se prevén 1.11 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.6/10).
20013,AGUSTÍN CODAZZI,Dengue,2.0197596474718544,5.88,Medio,ALTO,Municipio en ALTO: se prevén 2.02 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (5.9/10).
20032,ASTREA,Dengue,1.488892893948924,6.16,Medio,BAJO,Municipio en BAJO: se prevén 1.49 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.2/10).
20045,BECERRIL,Dengue,2.21423178802188,7.32,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.21 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (7.3/10).
20060,BOSCONIA,Dengue,5.125048275338051,4.77,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 5.13 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (4.8/10).
20175,CHIMICHAGUA,Dengue,1.661199483836988,6.44,Alto,MEDIO,Municipio en MEDIO: se prevén 1.66 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.4/10).
20178,CHIRIGUANÁ,Dengue,1.470434809866704,4.41,Bajo,BAJO,Municipio en BAJO: se prevén 1.47 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.4/10).
20228,CURUMANÍ,Dengue,5.052103936166849,7.5,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 5.05 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad alta (7.5/10).
20228,CURUMANÍ,Malaria,1.4084874197051915,7.5,Alto,MEDIO,Municipio en MEDIO: se prevén 1.41 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (7.5/10).
20238,EL COPEY,Dengue,1.5767523901925655,4.44,Bajo,BAJO,Municipio en BAJO: se prevén 1.58 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.4/10).
20250,EL PASO,Dengue,1.520300083757741,6.89,Alto,MEDIO,Municipio en MEDIO: se prevén 1.52 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.9/10).
20295,GAMARRA,Dengue,1.4199618514431729,4.14,Bajo,BAJO,Municipio en BAJO: se prevén 1.42 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.1/10).
20383,LA GLORIA,Dengue,1.4466098480794392,4.52,Bajo,BAJO,Municipio en BAJO: se prevén 1.45 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.5/10).
20400,LA JAGUA DE IBIRICO,Dengue,2.7982337114206093,4.9,Medio,ALTO,Municipio en ALTO: se prevén 2.80 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (4.9/10).
20443,MANAURE BALCÓN DEL CESAR,Dengue,1.3861629962834146,5.72,Medio,BAJO,Municipio en BAJO: se prevén 1.39 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.7/10).
20517,PAILITAS,Dengue,1.9510490393332889,6.95,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 1.95 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (7.0/10).
20517,PAILITAS,Malaria,1.1557053555629273,6.95,Alto,MEDIO,Municipio en MEDIO: se prevén 1.16 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (7.0/10).
20550,PELAYA,Dengue,3.484221639609812,5.78,Medio,CRÍTICO,Municipio en CRÍTICO: se prevén 3.48 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad media (5.8/10).
20570,PUEBLO BELLO,Dengue,1.5534857334172614,4.51,Bajo,BAJO,Municipio en BAJO: se prevén 1.55 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.5/10).
20614,RÍO DE ORO,Dengue,1.4292712274385782,4.74,Medio,BAJO,Municipio en BAJO: se prevén 1.43 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (4.7/10).
20710,SAN ALBERTO,Dengue,2.755701807783602,5.86,Medio,ALTO,Municipio en ALTO: se prevén 2.76 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (5.9/10).
20750,SAN DIEGO,Dengue,6.023693167294431,6.5,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 6.02 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad alta (6.5/10).
20770,SAN MARTÍN,Dengue,4.2387042416139336,7.88,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 4.24 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad alta (7.9/10).
20787,TAMALAMEQUE,Dengue,1.3225604303735246,4.34,Bajo,BAJO,Municipio en BAJO: se prevén 1.32 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
23001,MONTERÍA,Dengue,66.95459137385687,4.12,Bajo,ALTO,Municipio en ALTO: se prevén 66.95 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad baja (4.1/10).
23001,MONTERÍA,Malaria,7.484755525828298,4.12,Bajo,MEDIO,Municipio en MEDIO: se prevén 7.48 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad baja (4.1/10).
23068,AYAPEL,Dengue,1.4056849727766196,3.5,Bajo,BAJO,Municipio en BAJO: se prevén 1.41 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.5/10).
23068,AYAPEL,Malaria,1.4162205316600305,3.5,Bajo,BAJO,Municipio en BAJO: se prevén 1.42 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (3.5/10).
23090,CANALETE,Dengue,1.383573010410998,6.3,Alto,MEDIO,Municipio en MEDIO: se prevén 1.38 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.3/10).
23090,CANALETE,Malaria,1.5213809793285158,6.3,Alto,MEDIO,Municipio en MEDIO: se prevén 1.52 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (6.3/10).
23162,CERETÉ,Dengue,3.301395342437096,3.29,Bajo,ALTO,Municipio en ALTO: se prevén 3.30 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad baja (3.3/10).
23162,CERETÉ,Malaria,1.326662300169168,3.29,Bajo,BAJO,Municipio en BAJO: se prevén 1.33 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (3.3/10).
23168,CHIMÁ,Dengue,1.3613379777369747,5.03,Medio,BAJO,Municipio en BAJO: se prevén 1.36 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.0/10).
23182,CHINÚ,Dengue,4.577861886521562,4.19,Bajo,ALTO,Municipio en ALTO: se prevén 4.58 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad baja (4.2/10).
23182,CHINÚ,Malaria,1.2048793834105291,4.19,Bajo,BAJO,Municipio en BAJO: se prevén 1.20 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
23189,CIÉNAGA DE ORO,Dengue,2.381708769039308,3.85,Bajo,MEDIO,Municipio en MEDIO: se prevén 2.38 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad baja (3.9/10).
23189,CIÉNAGA DE ORO,Malaria,1.1427208123963593,3.85,Bajo,BAJO,Municipio en BAJO: se prevén 1.14 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (3.9/10).
23300,COTORRA,Dengue,1.5272276786525865,3.84,Bajo,BAJO,Municipio en BAJO: se prevén 1.53 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.8/10).
23350,LA APARTADA,Dengue,1.3953465765769724,4.3,Bajo,BAJO,Municipio en BAJO: se prevén 1.40 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
23350,LA APARTADA,Malaria,1.1663293605979668,4.3,Bajo,BAJO,Municipio en BAJO: se prevén 1.17 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
23417,LORICA,Dengue,1.98254144674468,3.9,Bajo,MEDIO,Municipio en MEDIO: se prevén 1.98 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad baja (3.9/10).
23417,LORICA,Malaria,1.461385533211074,3.9,Bajo,BAJO,Municipio en BAJO: se prevén 1.46 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (3.9/10).
23419,LOS CÓRDOBAS,Dengue,1.4234524028125528,5.24,Medio,BAJO,Municipio en BAJO: se prevén 1.42 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.2/10).
23419,LOS CÓRDOBAS,Malaria,2.017634931176873,5.24,Medio,BAJO,Municipio en BAJO: se prevén 2.02 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.2/10).
23464,MOMIL,Dengue,1.442428673211519,4.87,Medio,BAJO,Municipio en BAJO: se prevén 1.44 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (4.9/10).
23464,MOMIL,Malaria,1.1821166345254088,4.87,Medio,BAJO,Municipio en BAJO: se prevén 1.18 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (4.9/10).
23466,MONTELÍBANO,Dengue,1.6667526570474478,5.54,Medio,BAJO,Municipio en BAJO: se prevén 1.67 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.5/10).
23466,MONTELÍBANO,Malaria,7.957319454841315,5.54,Medio,ALTO,Municipio en ALTO: se prevén 7.96 casos de Malaria (predicción Media) y la zona tiene vulnerabilidad media (5.5/10).
23500,MOÑITOS,Dengue,1.88610338528838,4.63,Bajo,MEDIO,Municipio en MEDIO: se prevén 1.89 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad baja (4.6/10).
23500,MOÑITOS,Malaria,1.2550009436066285,4.63,Bajo,BAJO,Municipio en BAJO: se prevén 1.26 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.6/10).
23555,PLANETA RICA,Dengue,1.9246656375288784,4.64,Medio,ALTO,Municipio en ALTO: se prevén 1.92 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (4.6/10).
23555,PLANETA RICA,Malaria,1.9110010687643053,4.64,Medio,BAJO,Municipio en BAJO: se prevén 1.91 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (4.6/10).
23570,PUEBLO NUEVO,Dengue,3.141490391243577,5.41,Medio,ALTO,Municipio en ALTO: se prevén 3.14 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (5.4/10).
23570,PUEBLO NUEVO,Malaria,1.175662511570247,5.41,Medio,BAJO,Municipio en BAJO: se prevén 1.18 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.4/10).
23574,PUERTO ESCONDIDO,Dengue,1.53806768962524,3.83,Bajo,BAJO,Municipio en BAJO: se prevén 1.54 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.8/10).
23574,PUERTO ESCONDIDO,Malaria,1.3160728213961157,3.83,Bajo,BAJO,Municipio en BAJO: se prevén 1.32 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (3.8/10).
23580,PUERTO LIBERTADOR,Dengue,1.5658627819338022,8.1,Alto,MEDIO,Municipio en MEDIO: se prevén 1.57 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (8.1/10).
23580,PUERTO LIBERTADOR,Malaria,18.709151764774024,8.1,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 18.71 casos de Malaria (predicción Alta) y la zona tiene vulnerabilidad alta (8.1/10).
23660,SAHAGÚN,Dengue,2.484517159743449,3.8,Bajo,MEDIO,Municipio en MEDIO: se prevén 2.48 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad baja (3.8/10).
23660,SAHAGÚN,Malaria,1.1419393362034254,3.8,Bajo,BAJO,Municipio en BAJO: se prevén 1.14 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (3.8/10).
23672,SAN ANTERO,Dengue,1.6257054741965216,4.28,Bajo,BAJO,Municipio en BAJO: se prevén 1.63 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
23672,SAN ANTERO,Malaria,1.3275121163885537,4.28,Bajo,BAJO,Municipio en BAJO: se prevén 1.33 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.3/10).
23675,SAN BERNARDO DEL VIENTO,Dengue,1.4749012865245548,4.13,Bajo,BAJO,Municipio en BAJO: se prevén 1.47 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.1/10).
23675,SAN BERNARDO DEL VIENTO,Malaria,1.400413898882923,4.13,Bajo,BAJO,Municipio en BAJO: se prevén 1.40 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.1/10).
23682,SAN JOSÉ DE URÉ,Dengue,1.429913010781338,5.5,Medio,BAJO,Municipio en BAJO: se prevén 1.43 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.5/10).
23682,SAN JOSÉ DE URÉ,Malaria,1.5644176859755392,5.5,Medio,BAJO,Municipio en BAJO: se prevén 1.56 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (5.5/10).
23686,SAN PELAYO,Dengue,1.4975731688558218,4.13,Bajo,BAJO,Municipio en BAJO: se prevén 1.50 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.1/10).
23686,SAN PELAYO,Malaria,1.134412887669208,4.13,Bajo,BAJO,Municipio en BAJO: se prevén 1.13 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad baja (4.1/10).
23807,TIERRALTA,Dengue,2.698114359697603,8.28,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 2.70 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad alta (8.3/10).
23807,TIERRALTA,Malaria,60.70997253695048,8.28,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 60.71 casos de Malaria (predicción Alta) y la zona tiene vulnerabilidad alta (8.3/10).
23815,TUCHÍN,Dengue,1.5226888466499728,4.67,Medio,BAJO,Municipio en BAJO: se prevén 1.52 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (4.7/10).
23815,TUCHÍN,Malaria,3.114001471935476,4.67,Medio,BAJO,Municipio en BAJO: se prevén 3.11 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad media (4.7/10).
23855,VALENCIA,Dengue,6.697727454305128,7.54,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 6.70 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad alta (7.5/10).
23855,VALENCIA,Malaria,21.477498826267887,7.54,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 21.48 casos de Malaria (predicción Alta) y la zona tiene vulnerabilidad alta (7.5/10).
25001,AGUA DE DIOS,Dengue,1.5351612105774612,6.93,Alto,MEDIO,Municipio en MEDIO: se prevén 1.54 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.9/10).
25035,ANAPOIMA,Dengue,1.5726127831562944,6.01,Medio,BAJO,Municipio en BAJO: se prevén 1.57 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.0/10).
25040,ANOLAIMA,Dengue,1.5132856348479629,4.24,Bajo,BAJO,Municipio en BAJO: se prevén 1.51 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
25123,CACHIPAY,Dengue,1.3407155278101266,5.07,Medio,BAJO,Municipio en BAJO: se prevén 1.34 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.1/10).
25148,CAPARRAPÍ,Dengue,1.4713885426820217,3.74,Bajo,BAJO,Municipio en BAJO: se prevén 1.47 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.7/10).
