cod_mpio,municipio,enfermedad,casos_predichos,indice_vulnerabilidad,vulnerabilidad,nivel_alerta,explicacion
47570,PUEBLOVIEJO,Dengue,1.4504351453889912,3.45,Bajo,BAJO,Municipio en BAJO: se prevén 1.45 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (3.5/10).
47660,SABANAS DE SAN ÁNGEL,Dengue,1.5723567267667775,6.13,Medio,BAJO,Municipio en BAJO: se prevén 1.57 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (6.1/10).
47692,SAN SEBASTIÁN DE BUENAVISTA,Dengue,1.96109810456632,5.75,Medio,ALTO,Municipio en ALTO: se prevén 1.96 casos de Dengue (predicción Media) y la zona tiene vulnerabilidad media (5.8/10).
47703,SAN ZENÓN,Dengue,1.3810855974823628,4.95,Medio,BAJO,Municipio en BAJO: se prevén 1.38 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.0/10).
47707,SANTA ANA,Dengue,1.4957997236917748,6.4,Alto,MEDIO,Municipio en MEDIO: se prevén 1.50 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad alta (6.4/10).
47960,ZAPAYÁN,Dengue,1.3849817751098965,5.25,Medio,BAJO,Municipio en BAJO: se prevén 1.38 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad media (5.2/10).
47980,ZONA BANANERA,Dengue,1.838073012107741,4.23,Bajo,BAJO,Municipio en BAJO: se prevén 1.84 casos de Dengue (predicción Baja) y la zona tiene vulnerabilidad baja (4.2/10).
50001,VILLAVICENCIO,Dengue,12.904559893059243,6.38,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 12.90 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad alta (6.4/10).
50001,VILLAVICENCIO,Malaria,1.3078325083893927,6.38,Alto,MEDIO,Municipio en MEDIO: se prevén 1.31 casos de Malaria (predicción Baja) y la zona tiene vulnerabilidad alta (6.4/10).
50006,ACACÍAS,Dengue,9.932178249805752,7.53,Alto,CRÍTICO,Municipio en CRÍTICO: se prevén 9.93 casos de Dengue (predicción Alta) y la zona tiene vulnerabilidad alta (7.5/10).
